General_Release date,General_Battery capacity (mAh),General_Removable battery,Display_Refresh Rate,Display_Screen size (inches),Hardware_RAM,Hardware_Internal storage,Hardware_Expandable storage,Connectivity_NFC,camera_1_megapixel,camera_2_megapixel,camera_3_megapixel,camera_4_megapixel,camera_5_megapixel,num_cameras,front_camera_1_megapixel,front_camera_2_megapixel,num_front_cameras,Network_SIM_1,Network_SIM_2,General_Price in India
2014.0,1300.0,Yes,60,4.0,0.25,2.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5199.0
2014.0,2300.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13690.0
2014.0,2600.0,Yes,60,5.0,2.0,16.0,Yes,Yes,13,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,5300.0,No,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,6999.0
2018.0,5000.0,Unknown,60,6.3,4.0,128.0,Yes,Unknown,16,2,0,0,0,2,16,0,1,4G,4G,13515.865397100195
2018.0,3750.0,Unknown,60,6.3,6.0,64.0,Yes,Unknown,20,2,0,0,0,2,24,2,2,Unknown,Unknown,13515.865397100195
2018.0,3200.0,Unknown,60,5.7,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2018.0,3100.0,Unknown,60,5.7,4.0,64.0,Yes,Unknown,12,5,0,0,0,2,5,0,1,Unknown,Unknown,13515.865397100195
2018.0,3315.0,Unknown,60,6.3,6.0,128.0,Yes,Unknown,16,2,0,0,0,2,24,0,1,4G,Unknown,23980.0
2018.0,3315.0,Unknown,60,6.3,4.0,64.0,Yes,Unknown,16,2,0,0,0,2,12,0,1,4G,4G,13515.865397100195
2018.0,3500.0,Unknown,60,6.2,6.0,64.0,Yes,Unknown,20,12,0,0,0,2,20,8,2,4G,4G,13515.865397100195
2018.0,4050.0,Unknown,60,5.99,4.0,64.0,Yes,Unknown,16,5,0,0,0,2,16,5,2,Unknown,Unknown,13515.865397100195
2018.0,4000.0,Unknown,60,6.01,6.0,128.0,Unknown,Unknown,12,20,0,0,0,2,20,0,1,Unknown,Unknown,13515.865397100195
2018.0,3300.0,Unknown,60,6.0,6.0,64.0,Unknown,Unknown,12,12,0,0,0,2,24,0,1,4G,4G,13515.865397100195
2018.0,3600.0,Unknown,60,6.0,4.0,64.0,Yes,Unknown,12,5,0,0,0,2,8,0,1,Unknown,Unknown,13515.865397100195
2018.0,2000.0,Unknown,60,5.0,1.0,8.0,Yes,Unknown,5,0,0,0,0,1,2,0,1,4G,4G,3259.0
2018.0,3600.0,Unknown,60,6.4,4.0,128.0,Yes,Unknown,16,2,0,0,0,2,25,0,1,Unknown,Unknown,13515.865397100195
2018.0,3350.0,Unknown,60,6.39,6.0,64.0,Unknown,Yes,16,24,0,0,0,2,16,8,2,4G,4G,21400.0
2018.0,3400.0,Unknown,60,6.41,6.0,128.0,Yes,Unknown,12,5,0,0,0,2,8,0,1,4G,4G,26000.0
2018.0,3400.0,Unknown,60,6.41,6.0,128.0,Unknown,Unknown,12,13,0,0,0,2,8,0,1,4G,4G,28900.0
2018.0,2800.0,Unknown,60,5.85,4.0,32.0,Yes,Unknown,13,5,0,0,0,2,5,0,1,4G,4G,8120.0
2018.0,3400.0,Unknown,60,6.2,6.0,128.0,Yes,Yes,24,10,5,0,0,3,24,0,1,4G,4G,20500.0
2014.0,1200.0,Yes,60,3.5,0.5,4.0,No,No,2,0,0,0,0,1,3,0,1,4G,4G,14999.0
2014.0,2500.0,No,60,5.5,1.0,8.0,Yes,Yes,8,0,0,0,0,1,5,0,1,4G,4G,19990.0
2014.0,3000.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2014.0,2300.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2014.0,1750.0,No,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,4499.0
2014.0,2110.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,1750.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,2750.0
2014.0,2000.0,No,60,6.0,1.0,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3799.0
2014.0,2200.0,Yes,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,3000.0,Yes,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2014.0,1800.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,1197.0
2014.0,2800.0,Yes,60,5.1,2.0,16.0,Yes,Yes,16,0,0,0,0,1,2,0,1,Unknown,Unknown,14990.0
2014.0,1800.0,No,60,4.7,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,8490.0
2014.0,2000.0,Yes,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,7988.0
2014.0,2000.0,No,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3994.0
2014.0,2700.0,No,60,5.0,2.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2014.0,5000.0,No,60,4.5,1.5,16.0,Yes,Yes,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1450.0,Yes,60,4.5,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,7299.0
2011.0,1270.0,Yes,60,3.2,0.75,8.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,7900.0
2013.0,2100.0,Yes,60,5.0,1.0,4.0,Yes,No,12,0,0,0,0,1,3,0,1,4G,4G,10299.0
2013.0,3000.0,Yes,60,5.3,1.0,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,17499.0
2012.0,1230.0,Yes,60,3.5,0.5,4.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,9490.0
2012.0,1650.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,0,0,1,4G,4G,12999.0
2012.0,1650.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,0,0,1,4G,4G,22998.0
2013.0,2300.0,No,60,4.7,2.0,32.0,No,Yes,0,0,0,0,0,1,1,0,1,Unknown,Unknown,9999.0
2012.0,1500.0,No,60,3.7,0.5,4.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13075.0
2012.0,2020.0,No,60,5.0,2.0,16.0,Yes,Yes,8,0,0,0,0,1,1,0,1,Unknown,Unknown,39599.0
2012.0,1700.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,12861.0
2013.0,1800.0,Yes,60,4.3,1.0,4.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2013.0,1750.0,Yes,60,4.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,9120.0
2013.0,4050.0,No,60,6.1,2.0,8.0,Yes,No,8,0,0,0,0,1,1,0,1,Unknown,Unknown,775.0
2011.0,1200.0,No,60,3.2,0.25,16.0,Yes,No,2,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2011.0,1500.0,No,60,3.8,0.5,2.0,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2011.0,1200.0,Yes,60,2.8,0.25,0.5,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2011.0,1400.0,Yes,60,3.5,0.25,0.5,Yes,No,0,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2012.0,1880.0,Yes,60,3.5,0.5,0.5,Yes,No,5,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2013.0,1950.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2013.0,2050.0,Yes,60,4.5,1.0,4.0,Yes,No,12,0,0,0,0,1,3,0,1,4G,4G,14999.0
2012.0,2530.0,Yes,60,4.3,0.5,2.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2013.0,1800.0,Yes,60,5.0,0.5,4.0,Yes,No,8,0,0,0,0,1,3,0,1,Unknown,Unknown,9099.0
2013.0,2000.0,Yes,60,5.0,0.5,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,10499.0
2014.0,1800.0,Yes,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,8000.0
2014.0,1900.0,Yes,60,4.3,1.0,4.0,Yes,Yes,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2014.0,2100.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,6999.0
2014.0,2000.0,Yes,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,4999.0
2014.0,3200.0,Yes,60,6.0,1.0,8.0,Yes,No,8,0,0,0,0,1,1,0,1,Unknown,Unknown,13515.865397100195
2014.0,1250.0,Yes,60,3.5,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2499.0
2014.0,2500.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,7895.0
2014.0,1800.0,Yes,60,4.7,1.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,9499.0
2014.0,1500.0,No,60,5.0,0.5,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,4940.0
2014.0,1540.0,Yes,60,3.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,3999.0
2014.0,3000.0,No,60,5.5,3.0,32.0,No,No,7,0,0,0,0,1,8,0,1,Unknown,Unknown,13515.865397100195
2014.0,2200.0,Yes,60,4.5,1.0,4.0,Yes,No,8,0,0,0,0,1,0,0,1,4G,4G,9900.0
2014.0,3000.0,No,60,5.7,3.0,16.0,Yes,Yes,16,0,0,0,0,1,7,0,1,4G,4G,13515.865397100195
2014.0,3000.0,No,60,5.5,3.0,32.0,Yes,Yes,2,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2015.0,3000.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,7500.0
2014.0,3900.0,No,60,5.2,3.0,32.0,No,Yes,21,0,0,0,0,1,2,0,1,Unknown,Unknown,19990.0
2014.0,2000.0,No,60,5.5,2.0,16.0,No,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,25490.0
2014.0,2300.0,No,60,5.0,2.0,16.0,Yes,Yes,13,0,0,0,0,1,5,0,1,Unknown,Unknown,16490.0
2011.0,1800.0,Yes,60,2.2,0.0625,0.125,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2012.0,1500.0,Yes,60,2.6,0.03125,0.0625,Yes,No,0,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2014.0,3200.0,Yes,60,5.5,2.0,32.0,Yes,Yes,5,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2014.0,2000.0,No,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,9994.0
2014.0,2000.0,Yes,60,5.0,2.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,6999.0
2014.0,1800.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,9800.0
2014.0,4200.0,No,60,5.0,1.0,16.0,Yes,No,0,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2014.0,1900.0,Yes,60,4.5,1.0,4.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,9980.0
2014.0,2000.0,No,60,5.0,1.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,8994.0
2014.0,3100.0,No,60,5.2,3.0,16.0,Yes,Yes,7,0,0,0,0,1,2,0,1,4G,4G,20990.0
2014.0,2100.0,No,60,6.0,0.5,8.0,Yes,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,4399.0
2014.0,3500.0,Yes,60,6.0,1.0,8.0,Yes,Yes,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2014.0,1500.0,Yes,60,3.5,0.5,4.0,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2014.0,1300.0,Yes,60,4.0,1.0,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,2699.0
2014.0,1300.0,Yes,60,4.0,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2699.0
2014.0,1400.0,Yes,60,3.5,0.25,2.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2849.0
2014.0,1780.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,2390.0,No,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,8999.0
2014.0,1400.0,Yes,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,3790.0
2015.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,1850.0,No,60,4.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,1100.0,Yes,60,2.4,0.0078125,16.0,Yes,No,3,0,0,0,0,1,0,0,1,Unknown,Unknown,2419.0
2015.0,2500.0,Yes,60,5.25,1.5,16.0,Yes,Yes,13,0,0,0,0,1,5,0,1,4G,4G,17000.0
2015.0,2000.0,Yes,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,4200.0
2015.0,1600.0,Yes,60,4.5,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4699.0
2015.0,2000.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,8999.0
2015.0,2250.0,No,60,5.0,2.0,16.0,No,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,1400.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,4190.0
2015.0,1300.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,1999.0
2015.0,1300.0,Yes,60,4.0,0.25,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,5699.0
2015.0,2000.0,Yes,60,5.0,0.25,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,1800.0,Yes,60,5.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,5600.0
2015.0,3090.0,No,60,5.7,4.0,64.0,No,Yes,13,0,0,0,0,1,4,0,1,4G,4G,13515.865397100195
2015.0,1300.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2824.0
2013.0,2500.0,Yes,60,5.3,1.0,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,8999.0
2013.0,1500.0,Yes,60,4.0,0.5,0.5,Yes,No,15,0,0,0,0,1,0,0,1,4G,4G,3706.0
2012.0,2500.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,10000.0
2015.0,1900.0,No,60,4.5,1.0,16.0,Yes,Yes,8,0,0,0,0,1,5,0,1,4G,4G,8140.0
2015.0,1900.0,No,60,4.0,0.5,4.0,No,No,5,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2015.0,1900.0,No,60,4.5,1.0,8.0,No,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,1500.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,2699.0
2015.0,1500.0,Yes,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2015.0,2200.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,5499.0
2015.0,5000.0,No,60,4.0,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,5000.0,No,60,5.0,1.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,2000.0,Yes,60,5.0,1.0,4.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,3100.0,No,60,5.5,3.0,16.0,Yes,No,16,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,3060.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,3100.0,No,60,6.0,2.0,16.0,Yes,Yes,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,2300.0,No,60,5.5,2.0,16.0,Yes,Yes,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,2420.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2011.0,1050.0,Yes,60,2.8,0.25,0.166015625,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,8249.0
2013.0,1110.0,Yes,60,2.4,0.03125,16.0,Yes,No,3,0,0,0,0,1,0,0,1,4G,4G,4109.0
2011.0,5000.0,No,60,3.2,0.5,0.5,Yes,Yes,5,0,0,0,0,1,0,0,1,Unknown,Unknown,12957.0
2011.0,1300.0,Yes,60,3.5,0.5,8.0,Yes,Yes,8,0,0,0,0,1,3,0,1,Unknown,Unknown,4950.0
2012.0,5000.0,No,60,2.4,0.03125,0.009765625,Yes,No,2,0,0,0,0,1,0,0,1,Unknown,Unknown,3699.0
2012.0,5000.0,No,60,2.4,0.015625,0.0625,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,3889.0
2015.0,2300.0,Yes,60,5.2,1.5,8.0,Yes,Yes,8,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,2200.0,No,60,5.2,2.0,16.0,No,No,13,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,2250.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2014.0,2600.0,Yes,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13490.0
2015.0,2000.0,Yes,60,4.7,1.5,8.0,Yes,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,13368.0
2015.0,2000.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,Unknown,Unknown,21695.0
2015.0,2420.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,15158.0
2015.0,2200.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2200.0,No,60,5.0,2.0,8.0,No,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2100.0,Yes,60,5.0,2.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,9399.0
2015.0,2000.0,No,60,5.0,1.0,8.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,5999.0
2015.0,2500.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,7499.0
2015.0,3000.0,No,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,3000.0,No,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,1500.0,No,60,4.5,2.0,16.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,6358.0
2015.0,3000.0,No,60,5.5,3.0,16.0,Yes,No,14,0,0,0,0,1,9,0,1,4G,4G,13515.865397100195
2015.0,1600.0,Yes,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,2600.0,No,60,5.0,3.0,16.0,Yes,Yes,5,0,0,0,0,1,13,0,1,4G,4G,27590.0
2015.0,1900.0,Yes,60,4.3,1.5,8.0,Yes,Yes,8,0,0,0,0,1,9,0,1,Unknown,Unknown,13515.865397100195
2015.0,1700.0,Yes,60,3.2,1.0,4.0,Yes,No,3,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2015.0,2500.0,Yes,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,3060.0,Yes,60,5.5,2.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,3060.0,Yes,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2020.0,No,60,3.9,2.0,16.0,Yes,No,16,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2200.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,1100.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2499.0
2015.0,3500.0,No,60,6.8,2.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,6597.0
2015.0,2680.0,No,60,5.2,3.0,32.0,No,Yes,13,0,0,0,0,1,5,0,1,Unknown,Unknown,19999.0
2015.0,5000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,5000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2015.0,5000.0,No,60,5.5,2.0,16.0,Yes,No,8,0,0,0,0,1,8,0,1,Unknown,Unknown,13515.865397100195
2015.0,2700.0,No,60,4.6,2.0,32.0,Yes,Yes,23,0,0,0,0,1,1,0,1,Unknown,Unknown,27499.0
2015.0,4250.0,No,60,6.98,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,11999.0
2015.0,2400.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,2000.0,No,60,5.0,1.0,8.0,No,No,8,0,0,0,0,1,5,0,1,4G,4G,4999.0
2015.0,2000.0,No,60,5.0,1.0,16.0,No,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2500.0,No,60,5.0,1.0,8.0,No,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,3000.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,1450.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2015.0,5000.0,No,60,5.0,3.0,32.0,No,No,13,0,0,0,0,1,13,0,1,Unknown,Unknown,13515.865397100195
2015.0,3500.0,No,60,5.5,3.0,32.0,Yes,Yes,21,0,0,0,0,1,8,0,1,4G,4G,25623.0
2015.0,3400.0,Yes,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2840.0,No,60,5.0,2.0,16.0,Yes,Yes,13,0,0,0,0,1,0,0,1,Unknown,Unknown,13515.865397100195
2015.0,2500.0,Yes,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,4350.0
2015.0,3000.0,No,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2000.0,No,60,3.9,3.0,64.0,No,No,16,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,4000.0,No,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2400.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,3700.0,No,60,6.0,3.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,13999.0
2015.0,3000.0,Yes,60,5.5,1.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,Unknown,Unknown,13515.865397100195
2015.0,2780.0,No,60,5.5,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,1400.0,No,60,3.97,0.5,4.0,No,No,2,0,0,0,0,1,3,0,1,4G,4G,13515.865397100195
2015.0,2600.0,No,60,5.5,2.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,1600.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,2199.0
2015.0,2050.0,No,60,5.0,1.5,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2015.0,2400.0,No,60,5.2,4.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,13515.865397100195
2015.0,2200.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2015.0,2000.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,4699.0
2015.0,2800.0,No,60,5.5,2.0,16.0,Yes,Yes,13,0,0,0,0,1,0,0,1,4G,4G,13515.865397100195
2016.0,2700.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,11999.0
2016.0,2125.0,Yes,60,5.0,1.5,8.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,4699.0
2016.0,2300.0,Yes,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,Unknown,Unknown,13515.865397100195
2016.0,3000.0,No,60,5.5,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,Unknown,Unknown,13515.865397100195
2016.0,5000.0,No,60,4.0,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,Unknown,Unknown,13515.865397100195
2016.0,3000.0,No,60,6.0,3.0,32.0,No,No,13,0,0,0,0,1,8,0,1,Unknown,Unknown,13515.865397100195
2016.0,2200.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,4899.0
2016.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,13515.865397100195
2016.0,3045.0,No,60,5.5,2.0,16.0,Yes,No,16,0,0,0,0,1,5,0,1,4G,4G,13515.865397100195
2016.0,3160.0,No,60,5.2,4.0,64.0,Yes,Yes,21,0,0,0,0,1,1,0,1,Unknown,Unknown,94000.0
2016.0,3000.0,No,60,6.98,1.0,8.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,4949.0
2016.0,2750.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,9999.0
