General_Release date,General_Battery capacity (mAh),General_Removable battery,Display_Refresh Rate,Display_Screen size (inches),Hardware_RAM,Hardware_Internal storage,Hardware_Expandable storage,Connectivity_NFC,camera_1_megapixel,camera_2_megapixel,camera_3_megapixel,camera_4_megapixel,camera_5_megapixel,num_cameras,front_camera_1_megapixel,front_camera_2_megapixel,num_front_cameras,Network_SIM_1,Network_SIM_2,General_Price in India
2019.0,3000.0,Unknown,60,6.1,2.0,16.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,4G,4G,6499.0
2022.0,3020.0,Unknown,60,5.0,2.0,32.0,Yes,Unknown,2,0,0,0,0,1,0,0,1,Unknown,Unknown,4970.0
2022.0,4700.0,No,90,6.44,12.0,256.0,No,Unknown,64,8,2,0,0,3,16,0,1,5G,5G,24999.0
2014.0,2000.0,Yes,60,5.0,1.0,4.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,7512.0
2022.0,4700.0,Unknown,120,6.62,8.0,128.0,Unknown,Yes,64,8,2,0,0,3,16,0,1,5G,5G,24990.0
2021.0,6000.0,Unknown,60,6.5,4.0,128.0,Yes,Unknown,13,2,2,0,0,3,8,0,1,4G,4G,10999.0
2023.0,5000.0,No,60,6.7,12.0,256.0,Yes,Yes,200,8,2,0,0,3,32,0,1,Unknown,Unknown,27998.0
2022.0,4500.0,Unknown,120,6.62,12.0,256.0,Unknown,Unknown,48,13,2,0,0,3,16,0,1,5G,5G,33990.0
2018.0,4000.0,No,60,5.84,3.0,32.0,Yes,No,12,5,0,0,0,2,5,0,1,4G,4G,9999.0
2021.0,5000.0,Unknown,90,6.6,8.0,128.0,Yes,Unknown,50,8,0,0,0,2,16,0,1,5G,5G,11499.0
2019.0,5000.0,Unknown,60,6.35,4.0,128.0,Yes,Unknown,13,8,2,0,0,3,20,0,1,Unknown,Unknown,13990.0
2017.0,3400.0,No,60,5.99,6.0,128.0,No,Yes,12,0,0,0,0,1,5,0,1,4G,4G,16985.0
2018.0,4000.0,No,60,6.59,8.0,128.0,No,Unknown,12,5,0,0,0,2,8,0,1,4G,4G,40790.0
2018.0,5000.0,Unknown,60,5.99,3.0,32.0,Yes,Unknown,13,5,0,0,0,2,8,0,1,4G,4G,8990.0
2018.0,3260.0,No,60,6.3,4.0,64.0,Yes,Unknown,16,5,0,0,0,2,24,0,1,4G,4G,16149.0
2017.0,2716.0,No,60,5.8,3.0,64.0,No,Yes,12,12,0,0,0,2,7,0,1,Unknown,Unknown,91900.0
2018.0,3000.0,No,60,5.6,4.0,64.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,4G,4G,10490.0
2018.0,4030.0,Unknown,60,6.22,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,20,0,1,Unknown,Unknown,14990.0
2017.0,1821.0,No,60,4.7,2.0,64.0,No,Yes,12,0,0,0,0,1,7,0,1,Unknown,Unknown,77000.0
2016.0,2900.0,No,60,5.5,3.0,32.0,No,No,12,0,0,0,0,1,7,0,1,Unknown,Unknown,35999.0
2017.0,3300.0,No,60,5.7,4.0,32.0,Yes,No,13,0,0,0,0,1,13,0,1,4G,4G,9990.0
2018.0,4230.0,No,60,6.2,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,16,0,1,4G,4G,15635.0
2017.0,3000.0,No,60,5.8,4.0,64.0,Yes,Yes,12,0,0,0,0,1,8,0,1,Unknown,Unknown,28900.0
2018.0,3800.0,Unknown,60,6.3,6.0,128.0,Yes,Yes,24,10,8,5,0,4,24,0,1,4G,4G,23990.0
2018.0,4030.0,Unknown,60,6.2,3.0,64.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,Unknown,Unknown,11599.0
2020.0,5000.0,No,60,6.4,6.0,128.0,Yes,Yes,48,8,5,5,0,4,20,0,1,4G,4G,13999.0
2018.0,4000.0,Unknown,60,6.4,6.0,128.0,Yes,Yes,12,0,0,0,0,1,8,0,1,4G,4G,26999.0
2018.0,5000.0,Unknown,60,6.26,3.0,32.0,Yes,No,12,5,0,0,0,2,13,0,1,4G,4G,11999.0
2018.0,3315.0,Unknown,60,6.3,6.0,64.0,Yes,Unknown,16,5,0,0,0,2,25,0,1,4G,Unknown,22362.0
2016.0,2900.0,No,60,5.2,3.0,32.0,Yes,No,13,0,0,0,0,1,16,0,1,4G,4G,14990.0
2019.0,4300.0,No,60,6.8,12.0,256.0,Yes,Yes,12,16,12,3,0,4,10,0,1,4G,4G,43999.0
2021.0,4250.0,Unknown,90,6.55,8.0,256.0,Unknown,Yes,64,8,5,0,0,3,20,0,1,5G,5G,19999.0
2019.0,4230.0,Unknown,60,6.2,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,10990.0
2019.0,4230.0,Unknown,60,6.2,2.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,10990.0
2018.0,3000.0,Unknown,60,5.9,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,Unknown,Unknown,7990.0
2020.0,3140.0,No,60,5.81,6.0,128.0,No,Unknown,2,0,0,0,0,1,8,0,1,Unknown,Unknown,22990.0
2019.0,4500.0,Unknown,60,6.53,8.0,128.0,Yes,Yes,40,40,8,0,0,3,32,0,1,4G,4G,64990.0
2018.0,3800.0,Unknown,60,6.3,8.0,128.0,Yes,Yes,24,10,8,5,0,4,24,0,1,4G,4G,26900.0
2020.0,5020.0,Unknown,60,6.67,8.0,128.0,Yes,Unknown,64,8,5,2,0,4,32,0,1,4G,4G,19999.0
2017.0,3000.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,5999.0
2018.0,3300.0,No,60,6.28,6.0,64.0,No,Yes,16,20,0,0,0,2,16,0,1,4G,4G,39999.0
2018.0,3300.0,No,60,6.28,8.0,128.0,No,Yes,16,20,0,0,0,2,16,0,1,4G,4G,39999.0
2018.0,2942.0,No,60,6.1,3.0,128.0,No,Yes,12,0,0,0,0,1,7,0,1,4G,4G,40999.0
2018.0,4030.0,Unknown,60,6.2,4.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,Unknown,Unknown,11599.0
2017.0,3200.0,No,60,6.0,4.0,32.0,Yes,No,16,0,0,0,0,1,20,0,1,4G,4G,14490.0
2017.0,3200.0,No,60,5.5,4.0,64.0,Yes,No,13,0,0,0,0,1,16,8,2,4G,4G,10250.0
2021.0,5000.0,Unknown,60,6.5,6.0,128.0,Unknown,Yes,48,2,2,0,0,3,8,0,1,5G,5G,11999.0
2022.0,6000.0,Unknown,60,6.6,6.0,128.0,Yes,Unknown,50,5,2,0,0,3,8,0,1,Unknown,Unknown,10990.0
2018.0,3260.0,No,60,6.3,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,16,0,1,4G,4G,16989.0
2018.0,3260.0,No,60,6.3,6.0,64.0,Yes,Unknown,13,2,0,0,0,2,16,0,1,4G,4G,16989.0
2017.0,2500.0,Unknown,60,5.0,2.0,16.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,4G,4G,10990.0
2024.0,4000.0,Unknown,165,6.9,12.0,512.0,No,Yes,50,50,0,0,0,2,32,0,1,5G,5G,89999.0
2018.0,3360.0,Unknown,60,6.0,4.0,32.0,Unknown,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,10499.0
2018.0,3000.0,No,60,5.6,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,4G,4G,9999.0
2017.0,3030.0,No,60,5.7,4.0,32.0,Yes,Unknown,13,0,0,0,0,1,16,0,1,4G,4G,6499.0
2017.0,2620.0,No,60,5.2,3.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,16990.0
2016.0,2000.0,Yes,60,4.5,1.0,16.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,7400.0
2018.0,3000.0,No,60,5.45,2.0,16.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,6990.0
2024.0,5000.0,Unknown,120,6.78,12.0,256.0,Unknown,Unknown,50,50,0,0,0,2,50,0,1,Unknown,Unknown,29130.0
2017.0,3500.0,Unknown,60,6.0,6.0,64.0,Yes,Yes,16,0,0,0,0,1,16,0,1,Unknown,Unknown,28999.0
2022.0,4500.0,Unknown,90,6.43,8.0,128.0,Unknown,Unknown,64,2,2,0,0,3,32,0,1,4G,4G,19999.0
2016.0,4000.0,No,60,5.0,3.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,4999.0
2017.0,3180.0,Unknown,60,5.7,4.0,64.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,16492.0
2021.0,5000.0,Unknown,60,6.53,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,8499.0
2017.0,3300.0,No,60,6.01,6.0,64.0,No,Yes,16,20,0,0,0,2,16,0,1,4G,4G,37999.0
2023.0,5000.0,Unknown,60,6.52,4.0,64.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,5669.0
2021.0,5000.0,Unknown,60,6.51,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,9499.0
2018.0,3000.0,Unknown,60,5.6,4.0,64.0,Yes,Unknown,16,0,0,0,0,1,16,0,1,Unknown,Unknown,10990.0
2018.0,3260.0,Unknown,60,6.3,4.0,32.0,Yes,Unknown,16,2,0,0,0,2,16,0,1,4G,4G,13999.0
2017.0,1821.0,No,60,4.7,2.0,256.0,No,Yes,12,0,0,0,0,1,7,0,1,Unknown,Unknown,77000.0
2018.0,3000.0,No,60,5.7,3.0,32.0,Yes,Unknown,13,5,0,0,0,2,13,5,2,Unknown,Unknown,7990.0
2016.0,4100.0,No,60,5.0,3.0,32.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,5499.0
2021.0,4600.0,Unknown,120,6.73,12.0,256.0,Unknown,Yes,50,50,50,0,0,3,32,0,1,5G,5G,42999.0
2017.0,3000.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,16,0,1,4G,4G,15050.0
2017.0,3300.0,No,60,5.7,4.0,32.0,Yes,No,13,0,0,0,0,1,13,0,1,4G,4G,12999.0
2017.0,4000.0,No,60,5.5,4.0,64.0,Yes,No,13,0,0,0,0,1,13,0,1,4G,4G,7799.0
2014.0,1900.0,No,60,4.5,1.0,16.0,Yes,Yes,8,0,0,0,0,1,5,0,1,Unknown,Unknown,9990.0
2018.0,3000.0,Yes,60,5.5,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,11880.0
2016.0,2730.0,No,60,5.2,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,Unknown,Unknown,12350.0
2016.0,4000.0,No,60,5.5,4.0,32.0,Yes,No,16,0,0,0,0,1,8,0,1,4G,4G,8400.0
2017.0,3100.0,No,60,5.2,4.0,32.0,Yes,No,13,0,0,0,0,1,16,0,1,4G,4G,6499.0
2016.0,3300.0,No,60,5.5,3.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,8490.0
2017.0,2670.0,No,60,5.45,2.0,16.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,4G,4G,6990.0
2022.0,6000.0,Unknown,60,6.7,8.0,128.0,Yes,Unknown,50,2,0,0,0,2,5,0,1,4G,4G,11999.0
2017.0,4000.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,13,0,1,4G,4G,7799.0
2017.0,3000.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,8,0,1,4G,4G,5449.0
2022.0,4700.0,Unknown,120,6.78,12.0,256.0,Unknown,Yes,50,48,12,8,0,4,32,0,1,5G,5G,46899.0
2022.0,5000.0,Unknown,120,6.7,8.0,256.0,Yes,Unknown,108,0,0,0,0,1,32,0,1,5G,4G,41799.0
2018.0,2915.0,No,60,5.5,4.0,128.0,No,Yes,2,0,0,0,0,1,8,8,2,Unknown,Unknown,18999.0
2018.0,3000.0,Unknown,60,5.6,4.0,32.0,Yes,Unknown,16,0,0,0,0,1,16,0,1,Unknown,Unknown,10990.0
2020.0,3450.0,Unknown,60,5.71,3.0,32.0,Yes,Unknown,8,0,0,0,0,1,8,0,1,4G,4G,7770.0
2016.0,4000.0,No,60,5.5,3.0,32.0,Yes,No,16,0,0,0,0,1,8,0,1,4G,4G,8400.0
2017.0,3520.0,No,60,6.0,4.0,64.0,No,Yes,2,0,0,0,0,1,8,0,1,Unknown,Unknown,23000.0
2017.0,4000.0,No,60,5.2,3.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,9999.0
2023.0,5000.0,Unknown,90,6.5,4.0,128.0,Yes,Yes,50,2,2,0,0,3,8,0,1,Unknown,Unknown,8999.0
2017.0,3000.0,No,60,5.5,6.0,128.0,Yes,Yes,0,0,0,0,0,1,16,0,1,4G,4G,44999.0
2017.0,3230.0,No,60,5.5,4.0,64.0,Yes,Yes,19,0,0,0,0,1,13,0,1,4G,4G,33500.0
2017.0,3000.0,No,60,5.5,4.0,64.0,Yes,No,16,0,0,0,0,1,20,0,1,4G,4G,9990.0
2023.0,3000.0,Yes,60,6.3,2.0,64.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,5900.0
2018.0,2500.0,Unknown,60,5.0,2.0,16.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,4G,4G,7499.0
2023.0,3700.0,No,60,6.7,8.0,512.0,No,Yes,12,12,10,0,0,3,10,0,1,5G,5G,84999.0
2022.0,5000.0,Unknown,60,6.56,4.0,64.0,Unknown,Unknown,50,0,0,0,0,1,8,0,1,Unknown,Unknown,15499.0
2017.0,3300.0,No,60,5.5,4.0,64.0,Yes,Yes,12,0,0,0,0,1,8,0,1,4G,4G,4499.0
2021.0,4700.0,Unknown,90,6.7,8.0,256.0,Yes,Unknown,50,13,8,0,0,3,48,8,2,4G,4G,25999.0
2017.0,2600.0,No,60,5.0,1.5,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,9400.0
2018.0,2956.0,No,60,6.0,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,Unknown,Unknown,14732.0
2023.0,4200.0,Unknown,144,6.9,8.0,128.0,Unknown,Unknown,64,13,0,0,0,2,32,0,1,Unknown,Unknown,48582.0
2022.0,4500.0,Unknown,60,6.43,8.0,128.0,Unknown,Unknown,64,2,2,0,0,3,16,0,1,5G,5G,21899.0
2021.0,4360.0,Unknown,60,6.6,8.0,128.0,Yes,Yes,50,40,13,64,0,4,13,0,1,4G,4G,61999.0
2024.0,5700.0,Unknown,120,8.03,16.0,512.0,Unknown,Yes,50,64,50,0,0,3,32,32,2,Unknown,Unknown,159999.0
2024.0,5000.0,Unknown,120,6.78,8.0,128.0,Unknown,Unknown,64,2,0,0,0,2,16,0,1,Unknown,Unknown,24999.0
2023.0,4700.0,No,60,6.6,8.0,512.0,No,Yes,50,12,10,0,0,3,12,0,1,5G,Unknown,79999.0
2017.0,2500.0,No,60,5.2,4.0,64.0,Yes,Yes,16,0,0,0,0,1,16,0,1,4G,4G,14999.0
2022.0,5000.0,Unknown,60,6.56,3.0,64.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,8499.0
2024.0,5000.0,Unknown,60,6.72,4.0,128.0,Unknown,Yes,50,2,0,0,0,2,8,0,1,Unknown,Unknown,26999.0
2023.0,5000.0,No,90,6.6,4.0,128.0,Unknown,Unknown,50,0,0,0,0,1,8,0,1,Unknown,Unknown,8299.0
2023.0,5000.0,No,60,6.56,4.0,128.0,Unknown,Unknown,50,2,0,0,0,2,8,0,1,Unknown,Unknown,11459.0
2023.0,5500.0,Unknown,120,6.78,16.0,256.0,No,Yes,50,8,2,0,0,3,16,0,1,5G,5G,49999.0
2021.0,5000.0,Unknown,120,6.58,8.0,256.0,Unknown,Unknown,64,2,0,0,0,2,8,0,1,5G,4G,14240.0
2022.0,6000.0,Unknown,120,6.8,4.0,128.0,Yes,Unknown,50,0,0,0,0,1,8,0,1,Unknown,Unknown,10499.0
2024.0,5000.0,No,90,6.71,4.0,128.0,Yes,Unknown,8,0,0,0,0,2,5,0,1,Unknown,Unknown,6556.0
2013.0,1700.0,Yes,60,4.0,0.5,4.0,Yes,Yes,5,0,0,0,0,1,0,0,1,Unknown,Unknown,4299.0
2018.0,3000.0,Unknown,60,5.84,4.0,64.0,Yes,No,13,2,0,0,0,2,16,0,1,4G,4G,12999.0
2018.0,3000.0,Unknown,60,5.84,3.0,32.0,Yes,No,13,2,0,0,0,2,16,0,1,4G,4G,12999.0
2018.0,3400.0,No,60,6.21,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,24,0,1,4G,4G,9999.0
2018.0,3000.0,No,60,5.7,3.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,8899.0
2017.0,3340.0,No,60,5.9,4.0,64.0,Yes,Yes,16,0,0,0,0,1,16,0,1,4G,4G,14389.0
2018.0,3750.0,Unknown,60,6.3,4.0,64.0,Yes,Unknown,16,2,0,0,0,2,16,0,1,4G,4G,11999.0
2018.0,3000.0,Unknown,60,5.45,2.0,16.0,Unknown,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,5379.0
2019.0,6000.0,No,60,6.59,12.0,16.0,Unknown,Yes,48,13,0,0,0,2,24,0,1,Unknown,Unknown,62999.0
2018.0,4000.0,No,60,6.26,4.0,32.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,5995.0
2018.0,4000.0,No,60,6.26,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,5995.0
2023.0,5000.0,Unknown,90,6.6,8.0,128.0,Yes,Unknown,50,0,0,0,0,1,5,0,1,Unknown,Unknown,8399.0
2017.0,2500.0,No,60,5.0,1.0,16.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,5233.0
2018.0,3000.0,Unknown,60,5.6,4.0,64.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,4G,4G,17600.0
2018.0,5000.0,Unknown,60,5.2,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,Unknown,Unknown,7981.0
2021.0,6000.0,Unknown,60,6.78,18.0,512.0,No,Yes,64,13,5,0,0,3,24,0,1,5G,5G,79999.0
2018.0,3400.0,Unknown,60,5.84,6.0,128.0,No,Yes,16,24,0,0,0,2,24,0,1,4G,4G,16290.0
2019.0,4000.0,Unknown,60,6.22,4.0,64.0,Yes,Unknown,13,2,0,0,0,2,16,0,1,Unknown,Unknown,7498.0
2017.0,3000.0,No,60,5.2,4.0,64.0,Yes,No,12,0,0,0,0,1,8,0,1,4G,4G,6299.0
2017.0,4000.0,No,60,5.7,2.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,6499.0
2018.0,3000.0,Unknown,60,6.18,4.0,64.0,Yes,Unknown,16,5,0,0,0,2,16,0,1,4G,4G,14990.0
2023.0,5000.0,Unknown,120,6.78,8.0,256.0,Unknown,No,50,2,2,0,0,3,16,0,1,5G,5G,17999.0
2017.0,5000.0,Yes,60,5.2,1.0,16.0,Yes,Unknown,5,0,0,0,0,1,5,0,1,4G,4G,6110.0
2023.0,5050.0,No,120,6.7,12.0,256.0,No,Unknown,50,64,48,0,0,3,11,0,1,Unknown,Unknown,84999.0
2017.0,5000.0,No,60,5.5,3.0,32.0,Yes,No,13,0,0,0,0,1,13,0,1,4G,4G,8999.0
2017.0,3000.0,No,60,5.2,4.0,64.0,Yes,No,13,0,0,0,0,1,8,0,1,Unknown,Unknown,5999.0
2017.0,2000.0,Yes,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,4299.0
2018.0,4000.0,Unknown,60,5.0,2.0,16.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,4G,4G,6499.0
2021.0,5000.0,Unknown,90,6.78,8.0,128.0,Unknown,Unknown,64,5,2,2,0,4,16,0,1,5G,4G,13592.0
2018.0,2400.0,Unknown,60,5.0,2.0,16.0,Yes,Unknown,5,0,0,0,0,1,5,0,1,Unknown,Unknown,5280.0
2021.0,5000.0,Unknown,60,6.5,3.0,32.0,Unknown,Unknown,13,2,0,0,0,2,8,0,1,Unknown,Unknown,6190.0
2020.0,4060.0,Unknown,60,6.08,2.0,32.0,Unknown,Unknown,13,2,0,0,0,2,8,0,1,4G,4G,5990.0
2022.0,5000.0,Unknown,60,6.5,4.0,64.0,Yes,Unknown,48,2,0,0,0,2,5,0,1,4G,4G,11499.0
2017.0,4000.0,No,60,5.5,4.0,32.0,Yes,No,12,0,0,0,0,1,8,0,1,Unknown,Unknown,32999.0
2021.0,6000.0,Unknown,60,6.78,16.0,512.0,No,Yes,64,13,5,0,0,3,24,0,1,5G,5G,69999.0
2018.0,2400.0,Unknown,60,5.0,1.0,8.0,Yes,Unknown,5,0,0,0,0,1,5,0,1,Unknown,Unknown,3549.0
2016.0,2000.0,Yes,60,5.0,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,5395.0
2017.0,4000.0,No,60,5.7,3.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,6499.0
2016.0,2610.0,No,60,5.2,3.0,16.0,Yes,No,13,0,0,0,0,1,8,0,1,Unknown,Unknown,9999.0
2016.0,1850.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,5598.0
2016.0,2000.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,5990.0
2017.0,2200.0,No,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,4499.0
2021.0,5000.0,Unknown,90,6.6,6.0,128.0,Yes,Yes,50,8,2,0,0,3,13,0,1,5G,5G,10990.0
2016.0,2000.0,No,60,5.0,1.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,5990.0
2017.0,2200.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,4499.0
2018.0,2500.0,Unknown,60,5.0,2.0,16.0,Yes,Unknown,8,0,0,0,0,1,5,0,1,Unknown,Unknown,4799.0
2024.0,4500.0,Unknown,60,6.7,8.0,256.0,Unknown,Unknown,108,5,2,0,0,3,50,0,1,Unknown,Unknown,17998.0
2021.0,5000.0,Unknown,60,6.6,6.0,128.0,Unknown,Unknown,48,2,0,0,0,3,16,0,1,Unknown,Unknown,14799.0
2019.0,4000.0,Unknown,60,6.59,6.0,256.0,Yes,Unknown,48,2,8,4,0,4,16,0,1,4G,4G,18999.0
2018.0,3800.0,No,60,6.0,8.0,128.0,No,Unknown,24,0,0,0,0,1,8,0,1,4G,4G,28990.0
2018.0,4000.0,Unknown,60,5.45,2.0,16.0,Yes,Unknown,13,0,0,0,0,1,5,0,1,4G,4G,4299.0
2017.0,2000.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3199.0
2017.0,3000.0,No,60,5.7,4.0,64.0,Yes,Unknown,20,0,0,0,0,1,16,0,1,4G,4G,13999.0
2018.0,2000.0,Unknown,60,4.95,1.0,8.0,Yes,Unknown,5,0,0,0,0,1,2,0,1,4G,4G,4895.0
2018.0,3000.0,Unknown,60,5.34,1.0,8.0,Yes,Unknown,5,0,0,0,0,1,5,0,1,4G,4G,4999.0
2017.0,2000.0,No,60,4.0,0.5,4.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,2349.0
2018.0,4000.0,No,60,6.2,3.0,32.0,Yes,Yes,12,2,0,0,0,2,8,0,1,Unknown,Unknown,6489.0
2018.0,3000.0,Unknown,60,6.0,3.0,32.0,Yes,Unknown,16,0,0,0,0,1,8,0,1,4G,4G,10999.0
2018.0,4000.0,Yes,60,5.5,2.0,16.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,4G,4G,9999.0
2017.0,1400.0,Yes,60,4.0,1.0,8.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,2599.0
2017.0,4000.0,Unknown,60,5.0,3.0,32.0,Yes,Unknown,13,0,0,0,0,1,8,0,1,4G,4G,7695.0
2017.0,2500.0,No,60,5.0,1.0,8.0,Yes,No,5,0,0,0,0,1,8,0,1,Unknown,Unknown,4499.0
2017.0,4000.0,No,60,5.0,1.0,16.0,Yes,No,5,0,0,0,0,1,5,0,1,4G,4G,9000.0
2017.0,4000.0,No,60,5.5,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,4900.0
2017.0,4000.0,No,60,5.0,3.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,7999.0
2016.0,4000.0,No,60,5.0,2.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,4239.0
2017.0,4000.0,No,60,5.0,2.0,16.0,Yes,No,0,0,0,0,0,1,8,0,1,Unknown,Unknown,5500.0
2018.0,2700.0,Unknown,60,5.0,3.0,32.0,Yes,Unknown,16,0,0,0,0,1,8,0,1,4G,4G,7599.0
2016.0,2920.0,Yes,60,5.5,2.0,16.0,Yes,No,8,0,0,0,0,1,2,0,1,4G,4G,3990.0
2017.0,2800.0,No,60,5.5,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,7560.0
2016.0,3650.0,Yes,60,5.5,2.0,16.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,8550.0
2017.0,2100.0,No,60,5.0,2.0,16.0,Yes,No,13,0,0,0,0,1,5,0,1,4G,4G,5389.0
2016.0,2900.0,Yes,60,5.5,2.0,16.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3940.0
2011.0,5000.0,No,60,3.8,0.5,8.0,Yes,No,5,0,0,0,0,1,3,0,1,4G,4G,20000.0
2020.0,5000.0,Unknown,60,6.1,2.0,32.0,Yes,Unknown,0,0,0,0,0,1,8,0,1,Unknown,Unknown,6499.0
2017.0,2800.0,No,60,4.5,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,2986.0
2016.0,1750.0,Yes,60,4.0,1.0,8.0,Yes,No,5,0,0,0,0,1,2,0,1,4G,4G,3499.0
2016.0,2000.0,Yes,60,4.5,1.0,8.0,Yes,No,8,0,0,0,0,1,5,0,1,4G,4G,3490.0
2016.0,3000.0,No,60,5.5,4.0,32.0,Yes,No,13,0,0,0,0,1,8,0,1,4G,4G,12999.0
2015.0,1200.0,Yes,60,3.5,0.25,0.5,Yes,No,2,0,0,0,0,1,0,0,1,4G,4G,2349.0
2014.0,1800.0,Yes,60,5.0,0.5,4.0,Yes,No,8,0,0,0,0,1,3,0,1,4G,4G,6999.0
2014.0,1400.0,No,60,3.9,0.5,4.0,Yes,No,2,0,0,0,0,1,3,0,1,4G,4G,4999.0
2020.0,4300.0,No,60,6.5,4.0,64.0,Yes,Unknown,48,8,2,2,0,4,16,0,1,4G,4G,14011.0
2020.0,5000.0,Unknown,60,6.5,3.0,32.0,Yes,Unknown,12,2,2,0,0,3,5,0,1,4G,4G,9490.0
2018.0,3750.0,Unknown,60,6.2,4.0,64.0,Yes,Unknown,13,5,0,0,0,2,24,0,1,4G,4G,11500.0
2021.0,5000.0,No,120,6.67,12.0,256.0,Unknown,Unknown,64,8,2,0,0,3,16,0,1,Unknown,Unknown,18990.0
2022.0,5000.0,Unknown,120,6.6,8.0,128.0,Unknown,Unknown,64,8,2,0,0,3,16,0,1,5G,5G,20000.0
2018.0,4000.0,Unknown,60,5.45,1.0,8.0,Yes,Unknown,5,3,0,0,0,2,2,0,1,4G,4G,5899.0
2018.0,2400.0,Unknown,60,5.0,2.0,16.0,Yes,Unknown,5,0,0,0,0,1,2,0,1,4G,4G,5499.0
2022.0,7000.0,No,90,6.9,6.0,128.0,Unknown,Unknown,50,0,0,0,0,1,8,0,1,4G,4G,12999.0
